,Common_growth_component_median,Recession_prob_filtered_median,Common_growth_component_mean,Recession_prob_filtered_mean
1971-02-28,-0.4666035994091479,0.005974680413146616,-0.46734267681560976,0.015278576074628838
1971-03-31,-0.15942783980964523,0.0029202463125357373,-0.1593143536830796,0.008229904774898369
1971-04-30,0.49432058990906136,0.0005276340715518635,0.4954051611243886,0.0018568495362581484
1971-05-31,0.29593331342467516,0.0008310569364181262,0.2956969740470891,0.002440228048709374
1971-06-30,-0.1672709164352223,0.0024387217086000957,-0.16814978970533717,0.006769381704968154
1971-07-31,-1.1051990740828659,0.02341036120288218,-1.1110644198095814,0.05249359576326127
1971-08-31,-0.20295478321267738,0.005049973695758111,-0.19892523581758417,0.01625790403943489
1971-09-30,0.9933610273808549,0.00020607549525359793,0.994974455131919,0.0009833169706621222
1971-10-31,0.5031618109572189,0.0005555424594912817,0.5087219842092915,0.0017299098360161961
1971-11-30,0.5209633257021752,0.00047147710354890197,0.5204318740586552,0.0014613609472703987
1971-12-31,0.8317484722148734,0.0002139044681818756,0.8325876431895838,0.0007014207895623413
1972-01-31,1.7831128950135686,2.149615485672052e-05,1.7833491938338117,8.912718195246502e-05
1972-02-29,0.8925858558388069,0.0002729444370856206,0.8935069455263026,0.000860492911844037
1972-03-31,1.0488810914519755,0.000139477919549327,1.0519186314797,0.0004504494564680952
1972-04-30,0.9838579405183684,0.00016837672466070503,0.9828040425413336,0.0005631794678532613
1972-05-31,-0.006630046625084367,0.0019438331838162364,-0.004773251829118338,0.005299494891957146
1972-06-30,0.17691312891111263,0.0011015358525727995,0.17905769148237688,0.0031679088119737505
1972-07-31,-0.2806629080770001,0.0032520400849710765,-0.28155843566359184,0.008567959530844615
1972-08-31,1.1702955168732938,0.0001069601826594644,1.1698219639586658,0.0004192775742142188
1972-09-30,0.7763486055184712,0.00029413983349118624,0.7754529066883009,0.0009437754503061968
1972-10-31,1.8613006711908011,1.7638732777068756e-05,1.8640258759924182,7.516869607370968e-05
1972-11-30,1.172664419196385,0.00014051083151990533,1.1763053669203452,0.00046494715411855245
1972-12-31,0.28220303745285635,0.0010352442358341541,0.2792561672570267,0.0030011174575098063
1973-01-31,0.6932886320708862,0.00030449657392578257,0.6968537397935656,0.0009583848221662416
1973-02-28,1.7327296200349267,2.3843118535870215e-05,1.7310682514507505,9.92721173953396e-05
1973-03-31,0.48145774793018736,0.000758291227283724,0.4808378974315142,0.002215254086750209
1973-04-30,-0.01171766010090773,0.001813194346790709,-0.013933900144468693,0.004957755261585027
1973-05-31,0.3173168612836734,0.000773463969439252,0.31180168024743643,0.0023382754587395927
1973-06-30,-0.024522686073881618,0.001717887505004809,-0.024796757531499857,0.004848839686938861
1973-07-31,-0.037343631604928845,0.0017793717640900188,-0.03668179392176786,0.005098253590715798
1973-08-31,-0.24270041923600716,0.0029218727238138234,-0.24140247485756433,0.00802427399721408
1973-09-30,0.4429137196758928,0.0005974296129901053,0.4389021327296216,0.0019507640785670032
1973-10-31,0.7410664035867969,0.0002714707825401651,0.7387244336590317,0.0008837591230923238
1973-11-30,0.8104701319266252,0.0002323710606851998,0.8148409267401414,0.0007436007636330191
1973-12-31,-0.6789496761545712,0.009633571787787766,-0.6832498714859517,0.025653125459273087
1974-01-31,-1.6592054954486333,0.09733536197133236,-1.6650673933149633,0.1689065205472378
1974-02-28,-0.18278649771781974,0.011935850083924792,-0.181064065553288,0.04347861046814517
1974-03-31,-0.7360636919114003,0.01753186837996356,-0.7437624117462446,0.055083788611591765
1974-04-30,-0.9638728079088559,0.027423780087123824,-0.9670993505857068,0.07923450101702165
1974-05-31,0.6854246038387481,0.0008281049305698513,0.6840285541000355,0.007373603365092177
1974-06-30,-0.1670208502273971,0.00300598804648868,-0.16869401988206242,0.011412982521682815
1974-07-31,-0.5014383820281617,0.005776167176213381,-0.515088634660643,0.02143273664435282
1974-08-31,-0.9180958546578264,0.0163560301557371,-0.9282144779743832,0.0541585328793448
1974-09-30,-0.8482139259298032,0.019141082851593733,-0.8612024834379356,0.07330889288034698
1974-10-31,-0.7518412914465475,0.01802165642291236,-0.7544264993304828,0.0798813962977103
1974-11-30,-3.3674957151245897,0.9039128811925082,-3.3681440520106207,0.8344394893735212
1974-12-31,-4.70700236132423,0.9997778863120705,-4.7111514754199275,0.9989931937830825
1975-01-31,-2.80897818105628,0.9914040943462127,-2.814614076337011,0.9774439050616974
1975-02-28,-4.071294207031832,0.9997611353867488,-4.077070273491705,0.9992963518451269
1975-03-31,-1.6885691155889342,0.9022728041499619,-1.6748920844686628,0.7985770604772208
1975-04-30,-0.5377601037678619,0.3786941073094889,-0.5571698134728003,0.41642276856098004
1975-05-31,0.15949803203079888,0.036109996035291324,0.15901490121685277,0.10076155312469783
1975-06-30,0.7385769354393189,0.0014297931018010172,0.7422463181484067,0.010552219400128864
1975-07-31,0.49065876922882945,0.0007199230043675813,0.4884994627603226,0.003447596060267373
1975-08-31,1.9131940308124515,1.6274360976991615e-05,1.9169300587188352,9.629586720961076e-05
